,pat,entity A,entity B,apis
2,set (.*) in (.*),"['header', 'value']",['jsp'],['java.text.MessageFormat.format']
3,set (.*) in (.*),['value'],"['arraylist', 'object']",['java.util.ArrayList.set']
4,set (.*) in (.*),"['jcalendar', 'date']",['jdatechooser'],['java.util.Calendar.getInstance']
5,set (.*) in (.*),"['the', 'border']","['a', 'jlist']","['javax.swing.BorderFactory.createLineBorder', 'javax.swing.BorderFactory.createEmptyBorder']"
6,set (.*) in (.*),['bit'],"['an', 'integer']",['java.lang.Integer.numberOfTrailingZeros']
7,set (.*) in (.*),['priority'],"['an', 'arraylist']","['java.util.Collections.sort', 'java.lang.Integer.parseInt']"
8,set (.*) in (.*),"['character', 'encoding']",['beanio'],['java.nio.charset.Charset.forName']
9,set (.*) in (.*),"['as', 'font']","['java', 'swing']",['java.awt.Font.createFont']
10,set (.*) in (.*),"['a', 'delay']",['libgdx'],['java.lang.System.currentTimeMillis']
11,set (.*) in (.*),"['mime', 'type']",['android'],['java.net.URLConnection.guessContentTypeFromName']
12,set (.*) in (.*),"['of', 'files']","['a', 'directory']","['java.nio.file.Paths.get', 'java.nio.file.Files.walkFileTree']"
13,set (.*) in (.*),['text'],['textview'],['java.lang.Integer.toString']
14,set (.*) in (.*),"['properties', 'attributes']","['java', 'programmatically']",['java.lang.System.setProperty']
15,set (.*) in (.*),"['of', 'strings']","['a', 'string']",['java.util.regex.Pattern.compile']
16,set (.*) in (.*),"['pixel', 'height']","['java', 'swing']",['javax.swing.SwingUtilities.invokeLater']
17,set (.*) in (.*),"['of', 'elements']","['a', 'list']","['java.util.Collections.sort', 'java.util.Collections.shuffle']"
18,set (.*) in (.*),['breakpoints'],['blocks'],['java.util.Collections.sort']
19,set (.*) in (.*),"['of', 'strings']","['spring', 'boot']",['java.util.Collections.addAll']
20,set (.*) in (.*),['implementation'],"['collectors', 'toset']",['java.util.stream.Collectors.toSet']
21,set (.*) in (.*),"['to', 'horizontal']",['jasperreport'],['java.awt.Desktop.getDesktop']
22,set (.*) in (.*),['long'],['concise'],['java.util.stream.Stream.of']
23,set (.*) in (.*),"['field', 'value']",['constructor'],['java.util.logging.Logger.getLogger']
24,set (.*) in (.*),"['dscp', 'value']","['android', 'app']",['java.lang.System.setProperty']
25,set (.*) in (.*),['timepicker'],"['different', 'edittext']",['java.util.Calendar.getInstance']
26,set (.*) in (.*),['sparklines'],"['excel', 'file']","['java.lang.Math.toDegrees', 'java.lang.Math.round', 'java.lang.Integer.parseInt', 'java.lang.Math.atan', 'java.lang.Math.sqrt', 'java.util.Arrays.sort']"
27,set (.*) in (.*),"['default', 'date']","['annotation', 'createddate']",['java.lang.System.setProperty']
28,set (.*) in (.*),['timer'],['snackbar'],['java.lang.String.format']
29,set (.*) in (.*),"['typed', 'text']","['a', 'jlabel']","['java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
30,set (.*) in (.*),['it'],"['the', 'response']",['java.util.Optional.ofNullable']
31,set (.*) in (.*),"['gradient', 'direction']",['swing'],"['javax.swing.SwingUtilities.invokeLater', 'java.awt.geom.AffineTransform.getTranslateInstance']"
32,set (.*) in (.*),"['hilighting', 'color']",['jtextfield'],"['java.awt.EventQueue.invokeLater', 'javax.swing.text.StyleConstants.setBackground', 'javax.swing.UIManager.setLookAndFeel']"
33,set (.*) in (.*),"['variable', 'text']","['text', 'view']",['java.lang.Integer.parseInt']
34,set (.*) in (.*),['flags'],"['my', 'code']",['java.util.logging.Logger.getLogger']
35,set (.*) in (.*),"['custom', 'font']","['synth', 'style']",['java.awt.Font.createFont']
36,set (.*) in (.*),"['and', 'echo']","['java', 'program']","['java.net.InetAddress.getLocalHost', 'java.lang.System.getenv']"
37,set (.*) in (.*),"['my', 'listview']","['alphabetical', 'order']",['java.util.Collections.sort']
38,set (.*) in (.*),"['label', 'layout']",['panels'],['javax.swing.SwingUtilities.invokeLater']
39,set (.*) in (.*),"['permisson', 'region']","['docx', 'document']",['java.lang.Integer.toString']
40,set (.*) in (.*),"['a', 'permission']",['bukkit'],['java.lang.System.currentTimeMillis']
41,set (.*) in (.*),['loop'],"['pig', 'latin']","['java.lang.Character.toLowerCase', 'java.lang.Character.toUpperCase']"
42,set (.*) in (.*),['date'],"['est', 'android']","['java.time.format.DateTimeFormatter.ofLocalizedDateTime', 'java.time.ZonedDateTime.of', 'java.time.ZoneOffset.ofHours', 'java.time.OffsetDateTime.of', 'java.time.LocalDate.of', 'java.time.ZoneId.of', 'java.time.LocalTime.of']"
43,set (.*) in (.*),"['of', 'data']",['java'],['java.util.stream.Collectors.summingInt']
44,set (.*) in (.*),"['common', 'variable']","['spring', 'configuration']",['java.lang.System.getenv']
45,set (.*) in (.*),"['of', 'results']",['array'],['java.lang.Math.max']
46,set (.*) in (.*),['margins'],['millimeters'],['java.lang.Math.round']
47,set (.*) in (.*),['task'],"['time', 'interval']",['java.util.concurrent.Executors.newScheduledThreadPool']
48,set (.*) in (.*),['integer'],['java'],['java.util.Arrays.stream']
49,set (.*) in (.*),['authentication'],"['post', 'request']",['java.util.Base64.getEncoder']
50,set (.*) in (.*),['defaults'],['mysql'],['java.sql.ResultSet.next']
51,set (.*) in (.*),"['of', 'objects']","['a', 'file']",['java.io.File.createTempFile']
52,set (.*) in (.*),['it'],"['textview', 'android']",['java.text.NumberFormat.getCurrencyInstance']
53,set (.*) in (.*),"['task', 'timeout']",['javafx'],"['java.util.concurrent.CompletableFuture.runAsync', 'java.lang.Thread.currentThread']"
54,set (.*) in (.*),['data'],"['external', 'database']",['java.net.URLEncoder.encode']
55,set (.*) in (.*),['immediately'],"['android', 'studio']",['java.lang.Thread.sleep']
0,sort (.*) by (.*),['arraylist'],['properties'],['java.util.Collections.sort']
1,sort (.*) by (.*),['hashtable'],['values'],['java.util.Collections.sort']
2,sort (.*) by (.*),['hashmap'],['value'],['java.util.Arrays.sort']
3,sort (.*) by (.*),"['arraylist', 'values']",['name'],['java.util.Collections.sort']
4,sort (.*) by (.*),"['multiple', 'arraylist']","['their', 'size']",['java.util.Collections.sort']
5,sort (.*) by (.*),"['a', 'treeset']",['value'],['java.util.Collections.sort']
6,sort (.*) by (.*),"['csv', 'file']","['two', 'columns']","['java.util.Arrays.asList', 'java.util.Collections.sort']"
7,sort (.*) by (.*),"['the', 'result']",['value'],"['java.util.Collections.sort', 'java.util.regex.Pattern.compile', 'java.util.stream.Stream.of']"
8,sort (.*) by (.*),"['the', 'words']","['their', 'frequency']","['java.util.Collections.sort', 'java.util.Arrays.sort']"
9,sort (.*) by (.*),['list'],"['multiple', 'variables']","['java.lang.Integer.compare', 'java.util.Collections.sort', 'java.util.Comparator.comparing']"
10,sort (.*) by (.*),"['d', 'array']","['nd', 'dimension']",['java.util.Collections.sort']
11,sort (.*) by (.*),"['the', 'list']","['ascending', 'order']","['java.util.Collections.sort', 'java.lang.Double.valueOf', 'java.lang.Integer.parseInt']"
12,sort (.*) by (.*),"['an', 'array']","['numerical', 'order']","['java.util.Arrays.sort', 'java.lang.Integer.parseInt']"
13,sort (.*) by (.*),['coordinates'],"['y', 'value']","['java.lang.Integer.compareTo', 'java.util.Arrays.sort']"
14,sort (.*) by (.*),"['this', 'arraylist']","['various', 'parameters']",['java.util.Collections.sort']
15,sort (.*) by (.*),['object'],"['two', 'attributes']",['java.lang.Integer.compare']
16,sort (.*) by (.*),"['the', 'output']",['sum'],"['java.lang.Integer.compare', 'java.util.Collections.sort', 'java.lang.String.format']"
17,sort (.*) by (.*),['map'],"['top', 'scores']",['java.util.Collections.sort']
18,sort (.*) by (.*),"['adapter', 'arraylist']","['reverse', 'date']",['java.util.Collections.sort']
19,sort (.*) by (.*),['hashset'],"['two', 'conditions']",['java.util.Collections.sort']
20,sort (.*) by (.*),['list'],['integer'],"['java.lang.Integer.compare', 'java.util.Collections.sort']"
21,sort (.*) by (.*),"['a', 'list']","['several', 'comparators']",['java.util.Collections.sort']
22,sort (.*) by (.*),['atomiclongmap'],['value'],['java.util.Collections.sort']
23,sort (.*) by (.*),['jsonobject'],"['a', 'string']","['java.util.Collections.sort', 'java.lang.Integer.parseInt']"
24,sort (.*) by (.*),['arraylist'],['age'],['java.util.Collections.sort']
25,sort (.*) by (.*),"['list', 'object']","['long', 'field']",['java.util.Comparator.comparingLong']
26,sort (.*) by (.*),"['array', 'd']","['index', 'java']",['java.util.Arrays.stream']
27,sort (.*) by (.*),"['one', 'array']",['another'],"['java.lang.Double.compare', 'java.util.Arrays.sort']"
28,sort (.*) by (.*),['objects'],"['field', 'value']",['java.lang.Integer.compare']
29,sort (.*) by (.*),['alphabetically'],['name'],['java.util.Collections.sort']
30,sort (.*) by (.*),['arraylist'],"['many', 'catogories']",['java.util.Collections.sort']
31,sort (.*) by (.*),"['an', 'arraylist']",['fields'],['java.util.Comparator.comparing']
32,sort (.*) by (.*),"['enumeration', 'values']",['name'],['java.util.Arrays.sort']
33,sort (.*) by (.*),['map'],"['two', 'factors']",['java.lang.Integer.compare']
34,sort (.*) by (.*),"['ascending', 'list']",['price'],['java.util.Collections.sort']
0,set (.*) for (.*),['timeout'],"['socket', 'receive']",['java.net.InetAddress.getByName']
1,set (.*) for (.*),['credentials'],"['kerberos', 'authentication']","['java.lang.System.setProperty', 'javax.security.auth.Subject.getSubject', 'javax.security.auth.Subject.doAs']"
2,set (.*) for (.*),"['a', 'size']",['jmenuitem'],['java.lang.Math.max']
3,set (.*) for (.*),"['manually', 'timeout']",['datainputstream'],"['java.nio.ByteBuffer.allocate', 'java.lang.System.nanoTime', 'java.nio.channels.Selector.open']"
4,set (.*) for (.*),"['the', 'properties']","['the', 'object']",['java.lang.Class.forName']
5,set (.*) for (.*),"['relative', 'classpath']","['jasper', 'reports']",['java.lang.System.getenv']
6,set (.*) for (.*),"['page', 'range']","['print', 'dialog']",['java.awt.print.PrinterJob.getPrinterJob']
7,set (.*) for (.*),"['transparent', 'background']","['jtree', 'cell']","['java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.put', 'javax.swing.UIManager.setLookAndFeel']"
8,set (.*) for (.*),['certificate'],"['keystore', 'trustedcertificateentry']",['java.security.KeyStore.getInstance']
9,set (.*) for (.*),"['up', 'proxy']",['selenide'],['java.lang.System.setProperty']
10,set (.*) for (.*),"['vertical', 'separators']",['jmenuitems'],"['java.util.logging.Logger.getLogger', 'javax.swing.UIManager.setLookAndFeel']"
11,set (.*) for (.*),"['z', 'index']",['components'],['java.awt.EventQueue.invokeLater']
12,set (.*) for (.*),['defaultfilesystemprovider'],['testing'],['java.nio.file.FileSystems.getDefault']
13,set (.*) for (.*),"['bit', 'position']","['an', 'int']","['java.lang.Integer.numberOfLeadingZeros', 'java.lang.Integer.highestOneBit', 'java.lang.Integer.bitCount']"
14,set (.*) for (.*),"['default', 'value']","['crl', 'path']","['java.lang.System.setProperty', 'javax.net.ssl.TrustManagerFactory.getInstance']"
15,set (.*) for (.*),['arguments'],"['virtual', 'keyboard']","['java.lang.Class.forName', 'java.lang.System.setProperty']"
16,set (.*) for (.*),['placeholder'],"['categorical', 'columns']",['java.lang.System.getProperty']
17,set (.*) for (.*),['threadlocal'],['parallelstream'],['java.util.stream.IntStream.range']
18,set (.*) for (.*),['encoding'],['bundle'],['java.util.ResourceBundle.getBundle']
19,set (.*) for (.*),"['pool', 'size']",['mysqldatasource'],['java.lang.String.format']
20,set (.*) for (.*),['parameters'],"['math', 'random']",['java.lang.Math.random']
21,set (.*) for (.*),"['multiple', 'masks']",['keystroke'],"['java.awt.Toolkit.getDefaultToolkit', 'javax.swing.KeyStroke.getKeyStroke']"
22,set (.*) for (.*),"['file', 'path']",['fileinputstream'],['javax.xml.parsers.DocumentBuilderFactory.newInstance']
23,set (.*) for (.*),"['default', 'value']","['enum', 'collection']",['java.util.EnumSet.of']
24,set (.*) for (.*),['direction'],"['output', 'programs']",['javax.swing.JOptionPane.showMessageDialog']
25,set (.*) for (.*),['value'],['it'],['java.util.Arrays.asList']
26,set (.*) for (.*),"['a', 'layout']","['joptionspane', 'showoptiondialog']","['javax.swing.JOptionPane.showOptionDialog', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.JOptionPane.showConfirmDialog']"
27,set (.*) for (.*),['labels'],['error'],['java.text.NumberFormat.getInstance']
28,set (.*) for (.*),"['different', 'timezone']","['multiple', 'thread']","['java.lang.ThreadLocal.withInitial', 'java.time.ZoneId.of', 'java.time.ZonedDateTime.of']"
29,set (.*) for (.*),"['progress', 'value']","['second', 'time']",['java.lang.Double.parseDouble']
30,set (.*) for (.*),"['jpanel', 'transparent']",['keypad'],"['java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment', 'javax.swing.SwingUtilities.invokeLater', 'java.lang.System.exit']"
0,display (.*) in (.*),['image'],"['a', 'jpanel']","['javax.swing.SwingUtilities.invokeLater', 'java.lang.System.exit']"
1,display (.*) in (.*),"['an', 'image']","['the', 'applet']","['javax.imageio.ImageIO.read', 'java.applet.Applet.getImage']"
2,display (.*) in (.*),['strings'],"['jtextarea', 'jtextfield']",['javax.swing.JTextArea.append']
3,display (.*) in (.*),"['url', 'image']",['jframe'],"['javax.imageio.ImageIO.read', 'java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
4,display (.*) in (.*),['it'],"['a', 'joptionpane']","['javax.swing.SwingUtilities.invokeLater', 'javax.swing.JOptionPane.showMessageDialog']"
5,display (.*) in (.*),"['an', 'image']","['a', 'frame']","['javax.swing.SwingUtilities.invokeLater', 'java.awt.Image.getScaledInstance']"
6,display (.*) in (.*),['results'],"['a', 'jpanel']","['java.awt.EventQueue.invokeLater', 'javax.swing.JOptionPane.showMessageDialog', 'javax.swing.UIManager.setLookAndFeel']"
7,display (.*) in (.*),['latex'],['android'],['javax.imageio.ImageIO.write']
8,display (.*) in (.*),['jdatechooser'],['joptionpane'],['javax.swing.JOptionPane.showConfirmDialog']
9,display (.*) in (.*),"['japanese', 'characters']",['jtextarea'],"['javax.swing.UIManager.get', 'javax.swing.UIManager.getDefaults', 'javax.swing.UIManager.put']"
10,display (.*) in (.*),['inputstream'],['jtextarea'],['javax.swing.JTextArea.append']
11,display (.*) in (.*),"['multiple', 'images']",['jsp'],['java.lang.Integer.parseInt']
12,display (.*) in (.*),"['console', 'output']",['webapp'],['java.lang.Thread.sleep']
13,display (.*) in (.*),"['an', 'image']","['java', 'scala']",['javax.swing.JOptionPane.showMessageDialog']
14,display (.*) in (.*),"['a', 'picture']","['a', 'jtable']",['javax.swing.JOptionPane.showMessageDialog']
15,display (.*) in (.*),['jcheckbox'],['jtable'],"['java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
16,display (.*) in (.*),['emoji'],"['java', 'jframe']",['java.nio.charset.Charset.forName']
17,display (.*) in (.*),['them'],['gui'],['javax.swing.JOptionPane.showInputDialog']
18,display (.*) in (.*),"['html', 'document']","['javafx', 'webview']",['java.util.logging.Logger.getLogger']
19,display (.*) in (.*),"['corresponding', 'data']","['other', 'field']",['java.lang.Integer.parseInt']
20,display (.*) in (.*),['buttons'],"['jcombobox', 'items']","['javax.swing.SwingUtilities.invokeLater', 'javax.swing.PopupFactory.getSharedInstance', 'java.util.logging.Logger.getLogger']"
21,display (.*) in (.*),"['database', 'records']",['jtextfield'],['java.lang.Integer.toString']
22,display (.*) in (.*),['it'],"['a', 'label']",['java.lang.Long.toString']
23,display (.*) in (.*),"['integer', 'array']",['tableview'],['java.util.Arrays.toString']
24,display (.*) in (.*),"['random', 'images']",['div'],['java.lang.Math.floor']
25,display (.*) in (.*),"['digit', 'numbers']","['scientific', 'notation']",['java.lang.String.format']
26,display (.*) in (.*),"['it', 'as']","['adobe', 'reader']",['java.awt.Desktop.getDesktop']
27,display (.*) in (.*),"['different', 'components']","['a', 'jframe']",['javax.swing.SwingUtilities.invokeLater']
28,display (.*) in (.*),['properly'],"['the', 'gui']",['javax.swing.SwingUtilities.invokeLater']
29,display (.*) in (.*),"['ansi', 'art']","['a', 'jtextpane']",['javax.swing.text.StyleConstants.setLineSpacing']
30,display (.*) in (.*),"['progress', 'column']","['java', 'table']",['javax.swing.SwingUtilities.invokeLater']
31,display (.*) in (.*),"['moving', 'blocks']","['a', 'jframe']","['javax.swing.JComponent.repaint', 'java.lang.System.currentTimeMillis', 'javax.swing.JFrame.getContentPane']"
32,display (.*) in (.*),"['center', 'text']","['ring', 'chart']",['java.awt.EventQueue.invokeLater']
